timesteps,average_return,std
3.732031250000000000e+05,7.050556078277122651e+02,3.093388287676989989e+01
3.745312500000000000e+05,7.605279916279627059e+02,1.477688559916640543e+01
3.758593750000000000e+05,7.807086411959760426e+02,2.372720300264086291e+01
3.771875000000000000e+05,7.509258530269323728e+02,1.188028885684616398e+01
3.785156250000000000e+05,7.978031867012897465e+02,1.964593959173051019e+01
3.798437500000000000e+05,8.245791566768502889e+02,1.816905159765873634e+01
3.811718750000000000e+05,7.765453155585586273e+02,2.290636668054020220e+01
3.825000000000000000e+05,7.769990376784123782e+02,1.819028922779845914e+01
3.838281250000000000e+05,7.734353216259630699e+02,2.408259964505523953e+01
3.851562500000000000e+05,8.051708922454698723e+02,1.706479351915577070e+01
3.864843750000000000e+05,8.315890550723197521e+02,3.524629074385620697e+01
3.878125000000000000e+05,8.492006741979345179e+02,2.321464836222473593e+01
3.891406250000000000e+05,8.603242249240424826e+02,3.217136351834848540e+01
3.904687500000000000e+05,9.010437382888309230e+02,3.566806284316145081e+01
3.917968750000000000e+05,8.979019134958914492e+02,4.455863181983166044e+01
3.931250000000000000e+05,8.879763005776258069e+02,3.754074468727949920e+01
3.944531250000000000e+05,8.618999648164689233e+02,4.915728594058516876e+01
3.957812500000000000e+05,8.948647809584886090e+02,6.601219774806214957e+01
3.971093750000000000e+05,8.946049720649441497e+02,6.792906038210242059e+01
3.984375000000000000e+05,8.872177784266770004e+02,7.656064925360701068e+01
3.997656250000000000e+05,8.965534973521354232e+02,6.304518812403409811e+01
4.010937500000000000e+05,9.295329449511119719e+02,7.670529534380648329e+01
4.024218750000000000e+05,9.374312410296909093e+02,8.582923011278971615e+01
4.037500000000000000e+05,9.606234036608927909e+02,9.385486273468539764e+01
4.050781250000000000e+05,9.295506957408852031e+02,9.372623300214368669e+01
4.064062500000000000e+05,9.245430944013444332e+02,1.004677461513677486e+02
4.077343750000000000e+05,9.395518335632416438e+02,1.049529791858080898e+02
4.090625000000000000e+05,9.259752581934665159e+02,1.004410817416413408e+02
4.103906250000000000e+05,9.204728501893411021e+02,1.067371909414277553e+02
4.117187500000000000e+05,9.245132187055620534e+02,1.034639762986611089e+02
4.130468750000000000e+05,9.397636929557544363e+02,1.067487124892993791e+02
4.143750000000000000e+05,9.599855013374543660e+02,1.049356703663308963e+02
4.157031250000000000e+05,9.686795908905189663e+02,1.094009055280062057e+02
4.170312500000000000e+05,9.854530850050628032e+02,1.120295362420046956e+02
4.183593750000000000e+05,1.005296719435027512e+03,1.110366452638098593e+02
4.196875000000000000e+05,1.000971473961371657e+03,1.271962557486393024e+02
4.210156250000000000e+05,1.028316963748188527e+03,1.041975293865480268e+02
4.223437500000000000e+05,1.024848401392982396e+03,1.154971497284163888e+02
4.236718750000000000e+05,1.029637359323490728e+03,1.282100372261488985e+02
4.250000000000000000e+05,0.000000000000000000e+00,7.444822797609332099e+01
